"Cluster","Mutation_Level","Copy_Number_Alteration","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"16_28.AMP","16_28","AMP","hsa04141","Protein processing in endoplasmic reticulum","7/124","166/7925",0.0151527163075773,0.0476228226809571,0.0291661306371412,"468/22926/823/3309/10808/7186/7415",7
"16_28.DEL","16_28","DEL","hsa05161","Hepatitis B","11/48","162/7925",2.18019523488726e-09,3.4507967512698e-07,1.59905341449001e-07,"207/317/841/842/355/6416/5599/5601/4790/5970/7048",11
"16_28.DEL","16_28","DEL","hsa04210","Apoptosis","10/48","136/7925",5.96745394509643e-09,3.4507967512698e-07,1.59905341449001e-07,"207/317/841/842/355/5599/5601/4790/5970/8743",10
"16_28.DEL","16_28","DEL","hsa05162","Measles","10/48","138/7925",6.87920408417721e-09,3.4507967512698e-07,1.59905341449001e-07,"207/317/841/842/355/3312/5599/5601/4790/5970",10
"16_28.DEL","16_28","DEL","hsa05142","Chagas disease (American trypanosomiasis)","9/48","102/7925",7.50173206797783e-09,3.4507967512698e-07,1.59905341449001e-07,"207/841/355/6416/5599/5601/4790/5970/7048",9
"16_28.DEL","16_28","DEL","hsa05145","Toxoplasmosis","9/48","112/7925",1.7208866164365e-08,6.33286274848634e-07,2.9345645459233e-07,"207/841/842/3312/3688/5599/5601/4790/5970",9
"16_28.DEL","16_28","DEL","hsa05134","Legionellosis","7/48","56/7925",3.51756817362948e-08,1.07872090657971e-06,4.99864950989452e-07,"317/841/842/1915/3312/4790/5970",7
"16_28.DEL","16_28","DEL","hsa05215","Prostate cancer","8/48","97/7925",9.49130172326102e-08,2.49485645297147e-06,1.1560833677957e-06,"207/842/2119/3320/3479/4790/5970/6934",8
"16_28.DEL","16_28","DEL","hsa05167","Kaposi sarcoma-associated herpesvirus infection","10/48","186/7925",1.20142156210748e-07,2.56501331079779e-06,1.18859312456877e-06,"207/841/842/355/3091/6416/5599/5601/4790/5970",10
"16_28.DEL","16_28","DEL","hsa05131","Shigellosis","7/48","67/7925",1.2546260759337e-07,2.56501331079779e-06,1.18859312456877e-06,"1729/3688/5599/5601/4790/5970/7414",7
"16_28.DEL","16_28","DEL","hsa04620","Toll-like receptor signaling pathway","8/48","104/7925",1.63888615460141e-07,3.0155505244666e-06,1.39736608971279e-06,"207/841/6416/5599/5601/4790/5970/6696",8
"16_28.DEL","16_28","DEL","hsa05130","Pathogenic Escherichia coli infection","10/48","201/7925",2.48734495393477e-07,3.81392892936664e-06,1.76732404621681e-06,"841/842/355/2534/3688/5599/5601/4790/5970/8743",10
"16_28.DEL","16_28","DEL","hsa05169","Epstein-Barr virus infection","10/48","201/7925",2.48734495393477e-07,3.81392892936664e-06,1.76732404621681e-06,"207/317/841/842/355/6416/5599/5601/4790/5970",10
"16_28.DEL","16_28","DEL","hsa05212","Pancreatic cancer","7/48","75/7925",2.76107916319604e-07,3.83488636051255e-06,1.77703544165627e-06,"207/842/5599/5601/4790/5970/7048",7
"16_28.DEL","16_28","DEL","hsa04668","TNF signaling pathway","8/48","112/7925",2.91784831778129e-07,3.83488636051255e-06,1.77703544165627e-06,"207/841/355/6416/5599/5601/4790/5970",8
"16_28.DEL","16_28","DEL","hsa05210","Colorectal cancer","7/48","86/7925",7.10944519280644e-07,8.72091943650924e-06,4.04115832012156e-06,"207/8312/842/5599/5601/6934/7048",7
"16_28.DEL","16_28","DEL","hsa04380","Osteoclast differentiation","8/48","128/7925",8.16016656250374e-07,9.38419154687931e-06,4.34850981291318e-06,"207/1540/2534/5599/5601/4790/5970/7048",8
"16_28.DEL","16_28","DEL","hsa04068","FoxO signaling pathway","8/48","131/7925",9.73980254334204e-07,1.05419039292643e-05,4.88497836539136e-06,"207/604/3479/5599/5601/5347/7048/8743",8
"16_28.DEL","16_28","DEL","hsa04215","Apoptosis - multiple species","5/48","32/7925",1.17263865683378e-06,1.19869729365231e-05,5.55460416394948e-06,"317/841/842/5599/5601",5
"16_28.DEL","16_28","DEL","hsa04657","IL-17 signaling pathway","7/48","94/7925",1.30587589309099e-06,1.26463770699338e-05,5.86016328755514e-06,"841/3320/5597/5599/5601/4790/5970",7
"16_28.DEL","16_28","DEL","hsa04933","AGE-RAGE signaling pathway in diabetic complications","7/48","100/7925",1.98714972507019e-06,1.82817774706457e-05,8.47153303845711e-06,"207/1729/5599/5601/4790/5970/7048",7
"16_28.DEL","16_28","DEL","hsa04510","Focal adhesion","9/48","199/7925",2.37939646809694e-06,2.07158348246679e-05,9.5994429107443e-06,"207/1729/2534/3479/3688/5599/5601/6696/7414",9
"16_28.DEL","16_28","DEL","hsa04932","Non-alcoholic fatty liver disease (NAFLD)","8/48","149/7925",2.58265755842037e-06,2.07158348246679e-05,9.5994429107443e-06,"207/841/355/5599/5601/4790/5465/5970",8
"16_28.DEL","16_28","DEL","hsa04625","C-type lectin receptor signaling pathway","7/48","104/7925",2.58947935308349e-06,2.07158348246679e-05,9.5994429107443e-06,"207/841/1540/5599/5601/4790/5970",7
"16_28.DEL","16_28","DEL","hsa04659","Th17 cell differentiation","7/48","107/7925",3.13539736817475e-06,2.36568506248441e-05,1.0962270598469e-05,"3091/3320/5599/5601/4790/5970/7048",7
"16_28.DEL","16_28","DEL","hsa04920","Adipocytokine signaling pathway","6/48","69/7925",3.21424600881034e-06,2.36568506248441e-05,1.0962270598469e-05,"207/5599/5601/4790/5465/5970",6
"16_28.DEL","16_28","DEL","hsa05160","Hepatitis C","8/48","155/7925",3.47278881962029e-06,2.38490431622395e-05,1.10513300694588e-05,"207/317/841/842/355/4790/5465/5970",8
"16_28.DEL","16_28","DEL","hsa04622","RIG-I-like receptor signaling pathway","6/48","70/7925",3.49958785532863e-06,2.38490431622395e-05,1.10513300694588e-05,"841/1540/5599/5601/4790/5970",6
"16_28.DEL","16_28","DEL","hsa05135","Yersinia infection","7/48","120/7925",6.74128172223406e-06,4.38143937781577e-05,2.03030085585285e-05,"207/3688/6416/5599/5601/4790/5970",7
"16_28.DEL","16_28","DEL","hsa05164","Influenza A","8/48","170/7925",6.90552945416616e-06,4.38143937781577e-05,2.03030085585285e-05,"207/317/841/842/355/4790/5970/8743",8
"16_28.DEL","16_28","DEL","hsa04010","MAPK signaling pathway","10/48","295/7925",8.16591548728415e-06,5.00842816553428e-05,2.32083913849128e-05,"207/355/3312/3479/6416/5599/5601/4790/5970/7048",10
"16_28.DEL","16_28","DEL","hsa05152","Tuberculosis","8/48","179/7925",1.01014837292601e-05,5.99571937478664e-05,2.77833678122264e-05,"207/317/841/842/5599/5601/4790/5970",8
"16_28.DEL","16_28","DEL","hsa04926","Relaxin signaling pathway","7/48","129/7925",1.08710959114562e-05,6.2508801490873e-05,2.89657489746036e-05,"207/6416/5599/5601/4790/5970/7048",7
"16_28.DEL","16_28","DEL","hsa05202","Transcriptional misregulation in cancer","8/48","186/7925",1.33808719431646e-05,7.4608498107342e-05,3.45725877957363e-05,"604/2119/2130/2530/3479/4790/5970/7048",8
"16_28.DEL","16_28","DEL","hsa05222","Small cell lung cancer","6/48","92/7925",1.72156241761165e-05,9.31669073060423e-05,4.31723083054315e-05,"207/317/842/3688/4790/5970",6
"16_28.DEL","16_28","DEL","hsa05418","Fluid shear stress and atherosclerosis","7/48","139/7925",1.77295219937257e-05,9.32066299098724e-05,4.31907152328356e-05,"207/3320/6416/5599/5601/4790/5970",7
"16_28.DEL","16_28","DEL","hsa04914","Progesterone-mediated oocyte maturation","6/48","99/7925",2.62029736095003e-05,0.000133926309559668,6.20596743382901e-05,"207/3320/3479/5599/5601/5347",6
"16_28.DEL","16_28","DEL","hsa05170","Human immunodeficiency virus 1 infection","8/48","212/7925",3.45115315856162e-05,0.000167939608077846,7.78209854365305e-05,"207/841/842/355/5599/5601/4790/5970",8
"16_28.DEL","16_28","DEL","hsa04660","T cell receptor signaling pathway","6/48","104/7925",3.46831799291204e-05,0.000167939608077846,7.78209854365305e-05,"207/2534/5599/5601/4790/5970",6
"16_28.DEL","16_28","DEL","hsa04931","Insulin resistance","6/48","108/7925",4.29479178981826e-05,0.000200278961354042,9.28066125267588e-05,"207/5599/5601/4790/5465/5970",6
"16_28.DEL","16_28","DEL","hsa05166","Human T-cell leukemia virus 1 infection","8/48","219/7925",4.35389046421831e-05,0.000200278961354042,9.28066125267588e-05,"207/2113/6416/5599/5601/4790/5970/7048",8
"16_28.DEL","16_28","DEL","hsa04066","HIF-1 signaling pathway","6/48","109/7925",4.52429259219763e-05,0.000203041423649845,9.40867008903743e-05,"207/2023/3091/3479/4790/5970",6
"16_28.DEL","16_28","DEL","hsa04217","Necroptosis","7/48","162/7925",4.76661810518409e-05,0.00020882326936997,9.67659314586245e-05,"841/1540/355/3320/5599/5601/8743",7
"16_28.DEL","16_28","DEL","hsa04664","Fc epsilon RI signaling pathway","5/48","68/7925",5.15679079433726e-05,0.000220662675850711,0.000102252155285512,"207/2534/6416/5599/5601",5
"16_28.DEL","16_28","DEL","hsa04917","Prolactin signaling pathway","5/48","70/7925",5.93336877763705e-05,0.000242608856685604,0.00011242172420786,"207/5599/5601/4790/5970",5
"16_28.DEL","16_28","DEL","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","5/48","70/7925",5.93336877763705e-05,0.000242608856685604,0.00011242172420786,"6416/5599/5601/4790/5970",5
"16_28.DEL","16_28","DEL","hsa04115","p53 signaling pathway","5/48","72/7925",6.79738295356432e-05,0.000271895318142573,0.000125992681747989,"317/841/842/355/3479",5
"16_28.DEL","16_28","DEL","hsa01524","Platinum drug resistance","5/48","73/7925",7.26423572415271e-05,0.00028394415286215,0.000131575951841157,"207/317/841/842/355",5
"16_28.DEL","16_28","DEL","hsa04071","Sphingolipid signaling pathway","6/48","119/7925",7.40723877031696e-05,0.00028394415286215,0.000131575951841157,"207/2534/5599/5601/4790/5970",6
"16_28.DEL","16_28","DEL","hsa05133","Pertussis","5/48","76/7925",8.81442835722486e-05,0.000330990779128444,0.000153376734035492,"3688/5599/5601/4790/5970",5
"16_28.DEL","16_28","DEL","hsa05165","Human papillomavirus infection","9/48","330/7925",0.000134374203450286,0.000494497068697054,0.000229143378515225,"207/8312/841/355/3688/4790/5970/6696/6934",9
"16_28.DEL","16_28","DEL","hsa04024","cAMP signaling pathway","7/48","216/7925",0.000288448598762112,0.00104067729749468,0.000482236047466069,"207/5599/5601/4790/5465/5970/6548",7
"16_28.DEL","16_28","DEL","hsa05213","Endometrial cancer","4/48","58/7925",0.000395430933383285,0.0013992171488947,0.00064837865595235,"207/8312/842/6934",4
"16_28.DEL","16_28","DEL","hsa04014","Ras signaling pathway","7/48","232/7925",0.000445155277131424,0.00154544473570155,0.000716138578900602,"207/2113/3479/5599/5601/4790/5970",7
"16_28.DEL","16_28","DEL","hsa04137","Mitophagy - animal","4/48","65/7925",0.00061174593833053,0.00208446764171884,0.000965914639469258,"3091/5599/5601/5970",4
"16_28.DEL","16_28","DEL","hsa05221","Acute myeloid leukemia","4/48","67/7925",0.000686452135583508,0.00225348457808748,0.0010442348445371,"207/4790/5970/6934",4
"16_28.DEL","16_28","DEL","hsa04722","Neurotrophin signaling pathway","5/48","119/7925",0.000717385255863735,0.00225348457808748,0.0010442348445371,"207/5599/5601/4790/5970",5
"16_28.DEL","16_28","DEL","hsa04919","Thyroid hormone signaling pathway","5/48","119/7925",0.000717385255863735,0.00225348457808748,0.0010442348445371,"207/842/8841/3091/6548",5
"16_28.DEL","16_28","DEL","hsa04935","Growth hormone synthesis, secretion and action","5/48","119/7925",0.000717385255863735,0.00225348457808748,0.0010442348445371,"207/3479/6416/5599/5601",5
"16_28.DEL","16_28","DEL","hsa04621","NOD-like receptor signaling pathway","6/48","181/7925",0.000722584728843267,0.00225348457808748,0.0010442348445371,"841/3320/5599/5601/4790/5970",6
"16_28.DEL","16_28","DEL","hsa04520","Adherens junction","4/48","71/7925",0.00085490958365585,0.00262172272321127,0.00121487151361621,"2534/6934/7048/7414",4
"16_28.DEL","16_28","DEL","hsa05140","Leishmaniasis","4/48","76/7925",0.001104139708766,0.0032768017163378,0.00151842642461877,"1915/3688/4790/5970",4
"16_28.DEL","16_28","DEL","hsa05220","Chronic myeloid leukemia","4/48","76/7925",0.001104139708766,0.0032768017163378,0.00151842642461877,"207/4790/5970/7048",4
"16_28.DEL","16_28","DEL","hsa04151","PI3K-Akt signaling pathway","8/48","354/7925",0.00115193768061018,0.00336438941638528,0.00155901340232957,"207/842/3320/3479/3688/4790/5970/6696",8
"16_28.DEL","16_28","DEL","hsa05132","Salmonella infection","4/48","80/7925",0.00133724665291367,0.00381148554673664,0.0017661918151354,"5599/5601/4790/5970",4
"16_28.DEL","16_28","DEL","hsa05205","Proteoglycans in cancer","6/48","204/7925",0.00134644869857544,0.00381148554673664,0.0017661918151354,"207/355/3091/3479/3688/6548",6
"16_28.DEL","16_28","DEL","hsa04012","ErbB signaling pathway","4/48","85/7925",0.00167454501465327,0.00466842852570003,0.00216328781797313,"207/6416/5599/5601",4
"16_28.DEL","16_28","DEL","hsa04211","Longevity regulating pathway","4/48","89/7925",0.00198389492169142,0.00536818625869442,0.00248754626404032,"207/3479/4790/5970",4
"16_28.DEL","16_28","DEL","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","4/48","89/7925",0.00198389492169142,0.00536818625869442,0.00248754626404032,"207/3091/4790/5970",4
"16_28.DEL","16_28","DEL","hsa05163","Human cytomegalovirus infection","6/48","225/7925",0.0022179958735129,0.00588915677178592,0.00272895708532414,"207/841/842/355/4790/5970",6
"16_28.DEL","16_28","DEL","hsa04658","Th1 and Th2 cell differentiation","4/48","92/7925",0.0022404400762229,0.00588915677178592,0.00272895708532414,"5599/5601/4790/5970",4
"16_28.DEL","16_28","DEL","hsa04218","Cellular senescence","5/48","160/7925",0.00267794151014757,0.00694001743474863,0.0032159119691913,"207/2113/4790/5970/7048",5
"16_28.DEL","16_28","DEL","hsa01522","Endocrine resistance","4/48","98/7925",0.00282069641750461,0.00710970055918969,0.00329454087697005,"207/3479/5599/5601",4
"16_28.DEL","16_28","DEL","hsa05231","Choline metabolism in cancer","4/48","98/7925",0.00282069641750461,0.00710970055918969,0.00329454087697005,"207/3091/5599/5601",4
"16_28.DEL","16_28","DEL","hsa05225","Hepatocellular carcinoma","5/48","168/7925",0.00330673370849621,0.00822214868058517,0.00381003457166704,"207/8312/6934/7048/7296",5
"16_28.DEL","16_28","DEL","hsa00450","Selenocompound metabolism","2/48","17/7925",0.00461041988202358,0.0113108967772312,0.00524131944482681,"51540/7296",2
"16_28.DEL","16_28","DEL","hsa05416","Viral myocarditis","3/48","60/7925",0.00560304551016155,0.0135652680772332,0.00628596518453027,"841/842/2534",3
"16_28.DEL","16_28","DEL","hsa04213","Longevity regulating pathway - multiple species","3/48","62/7925",0.00614043493369267,0.0146732471142786,0.00679938796485449,"207/3312/3479",3
"16_28.DEL","16_28","DEL","hsa04728","Dopaminergic synapse","4/48","131/7925",0.00791079353997125,0.0186613591199322,0.00864742613681068,"207/3799/5599/5601",4
"16_28.DEL","16_28","DEL","hsa05211","Renal cell carcinoma","3/48","69/7925",0.00825920958491326,0.0192366400458739,0.0089140036825846,"207/2113/3091",3
"16_28.DEL","16_28","DEL","hsa04140","Autophagy - animal","4/48","137/7925",0.00923519586697147,0.0209787165373179,0.00972125880733839,"207/3091/5599/5601",4
"16_28.DEL","16_28","DEL","hsa04910","Insulin signaling pathway","4/48","137/7925",0.00923519586697147,0.0209787165373179,0.00972125880733839,"207/5599/5601/5573",4
"16_28.DEL","16_28","DEL","hsa05224","Breast cancer","4/48","147/7925",0.0117508943306875,0.0263678604493476,0.0122185165697778,"207/8312/3479/6934",4
"16_28.DEL","16_28","DEL","hsa05226","Gastric cancer","4/48","149/7925",0.0123019972068051,0.0272718974223148,0.0126374353043907,"207/8312/6934/7048",4
"16_28.DEL","16_28","DEL","hsa04662","B cell receptor signaling pathway","3/48","82/7925",0.013217087639438,0.0289517157816262,0.0134158408370236,"207/4790/5970",3
"16_28.DEL","16_28","DEL","hsa01523","Antifolate resistance","2/48","31/7925",0.0149374694793786,0.0323352280494784,0.0149837155149185,"4790/5970",2
"16_28.DEL","16_28","DEL","hsa04310","Wnt signaling pathway","4/48","160/7925",0.0156306793693472,0.0334423837669753,0.0154967567798913,"8312/5599/5601/6934",4
"16_28.DEL","16_28","DEL","hsa04141","Protein processing in endoplasmic reticulum","4/48","166/7925",0.0176648752291802,0.0373601958870017,0.0173122189178898,"3320/3312/5599/5601",4
"16_28.DEL","16_28","DEL","hsa04912","GnRH signaling pathway","3/48","93/7925",0.0184930438647855,0.0386672735354607,0.0179179013522444,"6416/5599/5601",3
"16_28.DEL","16_28","DEL","hsa05010","Alzheimer disease","4/48","171/7925",0.0194814250793455,0.0402762046584222,0.0186634586803901,"317/841/842/355",4
"16_28.DEL","16_28","DEL","hsa04750","Inflammatory mediator regulation of TRP channels","3/48","100/7925",0.0223781265472656,0.0457508364966319,0.021200330413199,"3479/5599/5601",3
"16_28.DEL","16_28","DEL","hsa04064","NF-kappa B signaling pathway","3/48","102/7925",0.0235640265555823,0.0471280531111646,0.0218385143135259,"1540/4790/5970",3
"16_28.DEL","16_28","DEL","hsa05146","Amoebiasis","3/48","102/7925",0.0235640265555823,0.0471280531111646,0.0218385143135259,"4790/5970/7414",3
"29_593.AMP","29_593","AMP","hsa04151","PI3K-Akt signaling pathway","26/105","354/7925",3.82463271119666e-13,8.19535526938624e-11,4.74467936648677e-11,"672/1282/1950/1956/1969/2064/2065/356/2260/2261/2335/3082/3480/3678/3685/3690/3717/3815/5604/4233/4893/9180/23239/5578/5879/6654",26
"29_593.AMP","29_593","AMP","hsa04510","Focal adhesion","20/105","199/7925",9.32258075820378e-13,8.19535526938624e-11,4.74467936648677e-11,"81/1282/1499/1950/1956/2064/2317/2335/3082/3480/3678/3685/3690/5604/4233/5578/5879/9475/6654/7791",20
"29_593.AMP","29_593","AMP","hsa01521","EGFR tyrosine kinase inhibitor resistance","14/105","79/7925",1.29277952442149e-12,8.19535526938624e-11,4.74467936648677e-11,"1950/1956/2064/2065/2261/3082/3480/3717/5604/4233/4763/4893/5578/6654",14
"29_593.AMP","29_593","AMP","hsa05205","Proteoglycans in cancer","20/105","204/7925",1.49006459443386e-12,8.19535526938624e-11,4.74467936648677e-11,"1499/1956/2064/2065/356/2260/2317/2335/3082/3480/3678/3685/3690/5604/4233/4893/5578/5879/9475/6654",20
"29_593.AMP","29_593","AMP","hsa04010","MAPK signaling pathway","22/105","295/7925",2.48598575530018e-11,1.09383373233208e-09,6.33272160823835e-10,"1616/1950/1956/1969/2064/2065/356/2260/2261/2317/3082/3480/3815/5604/4214/4233/4763/4893/5321/5578/5879/6654",22
"29_593.AMP","29_593","AMP","hsa05206","MicroRNAs in cancer","22/105","310/7925",6.59169289142884e-11,2.41695406019057e-09,1.39928919274191e-09,"4363/25/324/672/1788/1956/2033/2064/2065/2146/2261/3678/3690/5604/4233/4851/4893/5578/5581/5743/6654/9839",22
"29_593.AMP","29_593","AMP","hsa04015","Rap1 signaling pathway","18/105","210/7925",2.10543222895849e-10,6.61707271958382e-09,3.83093683765379e-09,"1499/1500/1950/1956/1969/2260/2261/2778/3082/3480/3690/3815/5604/4233/4893/5578/23683/5879",18
"29_593.AMP","29_593","AMP","hsa05224","Breast cancer","15/105","147/7925",6.87606069095448e-10,1.89091669001248e-08,1.09474124158617e-08,"324/672/1499/1950/1956/2064/2260/3480/3815/5604/8648/8202/4851/4893/6654",15
"29_593.AMP","29_593","AMP","hsa04014","Ras signaling pathway","18/105","232/7925",1.07635128339376e-09,2.63108091496252e-08,1.5232573718204e-08,"25/1950/1956/1969/356/2260/2261/3082/3480/3815/5604/4233/4763/4893/5321/5578/5879/6654",18
"29_593.AMP","29_593","AMP","hsa04520","Adherens junction","11/105","71/7925",1.71547648094208e-09,3.77404825807257e-08,2.18497530730517e-08,"81/1499/1500/1956/2033/2064/2260/3480/4233/5792/5879",11
"29_593.AMP","29_593","AMP","hsa05165","Human papillomavirus infection","20/105","330/7925",8.65304545445876e-09,1.73060909089175e-07,1.00193157893733e-07,"324/1282/1499/1950/1956/2033/356/2335/2778/3678/3685/3690/3996/9794/5604/4851/4893/5743/6654/23352",20
"29_593.AMP","29_593","AMP","hsa05210","Colorectal cancer","11/105","86/7925",1.3902762411709e-08,2.54883977547999e-07,1.47564408054105e-07,"324/1499/1950/1956/5604/4292/4437/2956/4893/5879/6654",11
"29_593.AMP","29_593","AMP","hsa04810","Regulation of actin cytoskeleton","16/105","213/7925",1.59739355298081e-08,2.70328139735214e-07,1.5650576510986e-07,"81/324/1950/1956/2147/2260/2261/2335/3678/3685/3690/5604/4893/5879/9475/6654",16
"29_593.AMP","29_593","AMP","hsa05215","Prostate cancer","11/105","97/7925",5.00968688609477e-08,7.87236510672036e-07,4.55768506178547e-07,"1499/1950/1956/2033/2064/2260/3480/5604/4314/4893/6654",11
"29_593.AMP","29_593","AMP","hsa05213","Endometrial cancer","9/105","58/7925",5.52530386503036e-08,8.10377900204453e-07,4.69166152749947e-07,"324/1499/1950/1956/2064/5604/4292/4893/6654",9
"29_593.AMP","29_593","AMP","hsa04012","ErbB signaling pathway","10/105","85/7925",1.4796901698605e-07,2.03457398355819e-06,1.17791125363895e-06,"25/1950/1956/2064/2065/5604/4893/5578/6654/6777",10
"29_593.AMP","29_593","AMP","hsa05230","Central carbon metabolism in cancer","9/105","69/7925",2.60616538446738e-07,3.37268461519307e-06,1.9526068824802e-06,"1956/2064/2260/2261/3099/3815/5604/4233/4893",9
"29_593.AMP","29_593","AMP","hsa05163","Human cytomegalovirus infection","14/105","225/7925",1.37077062497926e-06,1.67538631941909e-05,9.69960500716317e-06,"1499/1956/356/2778/3685/3690/5604/4773/4893/5578/5743/5879/9475/6654",14
"29_593.AMP","29_593","AMP","hsa05223","Non-small cell lung cancer","8/105","66/7925",2.20784574611186e-06,2.55645296918215e-05,1.48005171900019e-05,"1950/1956/2064/5604/4893/5578/6654/6777",8
"29_593.AMP","29_593","AMP","hsa05211","Renal cell carcinoma","8/105","69/7925",3.11049391118703e-06,3.42154330230573e-05,1.98089349080858e-05,"405/2033/3082/5604/4233/4893/5879/6654",8
"29_593.AMP","29_593","AMP","hsa04912","GnRH signaling pathway","9/105","93/7925",3.39929264253047e-06,3.46288154445145e-05,2.004826157314e-05,"1956/2778/5604/4214/4893/5321/5578/5580/6654",9
"29_593.AMP","29_593","AMP","hsa04919","Thyroid hormone signaling pathway","10/105","119/7925",3.46288154445145e-06,3.46288154445145e-05,2.004826157314e-05,"1499/2033/3685/3690/5604/8648/8202/4851/4893/5578",10
"29_593.AMP","29_593","AMP","hsa05226","Gastric cancer","11/105","149/7925",3.92378180242547e-06,3.75318259362436e-05,2.17289518578252e-05,"324/1499/1950/1956/2064/3082/5604/4233/4292/4893/6654",11
"29_593.AMP","29_593","AMP","hsa05218","Melanoma","8/105","72/7925",4.30892388582202e-06,3.94984689533685e-05,2.28675346572134e-05,"1950/1956/2260/3082/3480/5604/4233/4893",8
"29_593.AMP","29_593","AMP","hsa01522","Endocrine resistance","9/105","98/7925",5.26481796075707e-06,4.63303980546623e-05,2.68228620316466e-05,"1956/2064/2778/3480/5604/8202/4851/4893/6654",9
"29_593.AMP","29_593","AMP","hsa04933","AGE-RAGE signaling pathway in diabetic complications","9/105","100/7925",6.22599443566411e-06,5.26814913786963e-05,3.04998107981926e-05,"1282/2335/3717/4893/5578/5580/5581/5879/6777",9
"29_593.AMP","29_593","AMP","hsa04370","VEGF signaling pathway","7/105","59/7925",1.13565065058245e-05,9.25344974548663e-05,5.35726037896594e-05,"5604/4773/4893/5321/5578/5743/5879",7
"29_593.AMP","29_593","AMP","hsa05225","Hepatocellular carcinoma","11/105","168/7925",1.24542863246896e-05,9.59105566055905e-05,5.55271643506051e-05,"324/1499/1956/3082/3480/5604/4233/4893/55193/5578/6654",11
"29_593.AMP","29_593","AMP","hsa04066","HIF-1 signaling pathway","9/105","109/7925",1.26427551889188e-05,9.59105566055905e-05,5.55271643506051e-05,"405/1950/1956/2033/2064/3099/3480/5604/5578",9
"29_593.AMP","29_593","AMP","hsa05219","Bladder cancer","6/105","41/7925",1.44627964616722e-05,0.000105200616205255,6.09056199083053e-05,"1950/1956/2064/2261/5604/4893",6
"29_593.AMP","29_593","AMP","hsa04550","Signaling pathways regulating pluripotency of stem cells","10/105","140/7925",1.48237231925586e-05,0.000105200616205255,6.09056199083053e-05,"324/1499/2260/2261/3480/3717/5604/4893/5978/9869",10
"29_593.AMP","29_593","AMP","hsa04072","Phospholipase D signaling pathway","10/105","148/7925",2.40998890009251e-05,0.000161568221381262,9.35394965891519e-05,"1950/1956/2147/2778/3815/5604/4893/5321/5578/6654",10
"29_593.AMP","29_593","AMP","hsa04360","Axon guidance","11/105","181/7925",2.51153847786428e-05,0.000161568221381262,9.35394965891519e-05,"25/1969/4233/4773/4893/5364/5578/5879/6091/9475/23380",11
"29_593.AMP","29_593","AMP","hsa04722","Neurotrophin signaling pathway","9/105","119/7925",2.57040352197463e-05,0.000161568221381262,9.35394965891519e-05,"25/356/57498/5604/4214/4893/5580/5879/6654",9
"29_593.AMP","29_593","AMP","hsa04935","Growth hormone synthesis, secretion and action","9/105","119/7925",2.57040352197463e-05,0.000161568221381262,9.35394965891519e-05,"2033/2778/3717/5604/4214/4893/5578/6654/6777",9
"29_593.AMP","29_593","AMP","hsa05231","Choline metabolism in cancer","8/105","98/7925",4.26499820474075e-05,0.000260638779178601,0.000150896135313927,"1950/1956/5604/4893/5321/5578/5879/6654",8
"29_593.AMP","29_593","AMP","hsa05161","Hepatitis B","10/105","162/7925",5.24382866482101e-05,0.000311795217908276,0.000180513020894265,"2033/356/3717/5604/4214/4773/4893/5578/6654/6777",10
"29_593.AMP","29_593","AMP","hsa05214","Glioma","7/105","75/7925",5.55515515822572e-05,0.000321614246002541,0.000186197721369892,"1950/1956/3480/5604/4893/5578/6654",7
"29_593.AMP","29_593","AMP","hsa04915","Estrogen signaling pathway","9/105","138/7925",8.26973284629751e-05,0.000466497750303962,0.00027007764491282,"1956/2289/2778/5604/8648/8202/4893/5580/6654",9
"29_593.AMP","29_593","AMP","hsa04730","Long-term depression","6/105","60/7925",0.000131376637808651,0.00072257150794758,0.000418330873022283,"2778/3480/5604/4893/5321/5578",6
"29_593.AMP","29_593","AMP","hsa04540","Gap junction","7/105","88/7925",0.000154351561303233,0.000828227889919785,0.000479500357321981,"1950/1956/2778/5604/4893/5578/6654",7
"29_593.AMP","29_593","AMP","hsa04921","Oxytocin signaling pathway","9/105","153/7925",0.000182392568216515,0.00095538964303889,0.000553120319654094,"1956/2778/5604/4773/4893/5321/5578/5743/9475",9
"29_593.AMP","29_593","AMP","hsa04666","Fc gamma R-mediated phagocytosis","7/105","93/7925",0.000218212341321416,0.00111643523466771,0.00064635724112341,"50807/5604/5321/5578/5580/5581/5879",7
"29_593.AMP","29_593","AMP","hsa04664","Fc epsilon RI signaling pathway","6/105","68/7925",0.000263680237456286,0.00131840118728143,0.000763284897899775,"5604/4893/5321/5578/5879/6654",6
"29_593.AMP","29_593","AMP","hsa04068","FoxO signaling pathway","8/105","131/7925",0.000327161480795422,0.00159945612833317,0.000926000916403417,"1950/1956/2033/356/3480/5604/4893/6654",8
"29_593.AMP","29_593","AMP","hsa04916","Melanogenesis","7/105","101/7925",0.000363350985422733,0.00173776558245655,0.0010060748108959,"1499/2033/2778/3815/5604/4893/5578",7
"29_593.AMP","29_593","AMP","hsa01524","Platinum drug resistance","6/105","73/7925",0.000388770391670633,0.001819776301437,0.00105355470083195,"672/2064/356/4292/4437/2956",6
