"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0048880","sensory system development","54/992","351/17913",7.75228668166728e-12,8.25854569589036e-11,3.07409749950474e-11,"ALDH1A3/ATF6/ATP2B4/BAK1/BAX/BCL2/CASP2/CDK4/CDKN1B/CDKN1C/COL4A1/CTNNB1/EGFR/EPHA2/FASLG/FAT1/FRS2/HDAC1/HDAC2/HIF1A/IMPDH2/JAG1/JUN/MED1/MITF/NES/NF1/NF2/NRP1/PDGFRA/PRKCI/RARA/RING1/RXRA/SKI/SKIL/SMAD3/SMARCA4/SOS1/SOX2/SRF/STAT3/TBX2/TFAP2A/TGFB1/TGFBR1/TGFBR2/TWIST1/TWSG1/VEGFA/VIM/WT1/YY1/ZEB2",54
"BP","GO:0003012","muscle system process","63/992","448/17913",7.76018517975905e-12,8.25854569589036e-11,3.07409749950474e-11,"ADA/ATP2B4/BECN1/CALM1/CALM2/CALM3/CAV1/CDK9/CFLAR/CCN2/CTTN/DSG2/EDNRB/EEF2/ENO1/ERRFI1/EZH2/F2R/FLNA/FOXO3/G6PD/GSK3A/GSTM2/HDAC2/HMOX1/IGF1/IL1B/IL6ST/KIT/MAP2K4/MIR155/MIR199A2/MIR21/MIR214/MTOR/NDUFS6/NOTCH1/PAK1/PARP1/PIK3CA/PPARA/PRKCA/PTGS2/PTK2/PXN/RHOA/ROCK1/ROCK2/SLC9A1/SMAD3/SMAD4/SMAD7/SRF/TIAM1/TNFRSF1A/TNFRSF1B/TPCN2/TPM1/TRIM63/UTRN/VCL/VIM/YY1",63
"BP","GO:1904019","epithelial cell apoptotic process","28/992","111/17913",7.88437538616404e-12,8.37534381680429e-11,3.11757353326054e-11,"ABL1/ARF6/BAD/BCL2L1/BID/CFLAR/DAB2IP/DNMT3A/E2F1/FASLG/FOXO3/HMOX1/ICAM1/IL10/IL6/JAK2/KRIT1/MIR182/MTOR/PDPK1/PRKCI/RB1/SRSF6/STK4/TCF7L2/TGFBR2/THBS1/TNF",28
"BP","GO:0061041","regulation of wound healing","32/992","143/17913",8.35856865930379e-12,8.86283331333856e-11,3.29903287217013e-11,"ANXA1/APOE/CAV1/CDKN1A/CDKN1B/CRK/F2/F2R/FGF2/HRAS/MIR155/MIR199A2/MIR221/MIR34A/MTOR/PDGFRA/PLAT/PLAUR/PPARD/PRKCA/PRKCD/PRKCE/PTEN/RREB1/SMAD3/SRSF6/TGFBR2/THBS1/TNFRSF12A/USF1/VTN/XBP1",32
"BP","GO:0046661","male sex differentiation","34/992","160/17913",8.73688796660971e-12,9.24707120553582e-11,3.4420586284127e-11,"ATRX/BAX/BCL2/BCL2L1/BCL2L11/CCND1/CTNNB1/DHCR24/ERCC1/ESR1/FANCA/FKBP4/FLNA/ICAM1/ING2/KIT/KITLG/MMP14/MSH2/NCOA1/PDGFRA/RARA/SDC1/SF1/SFRP1/SFRP2/SMAD4/STAT5B/TBX3/TFAP2C/TGFBR1/TNFSF10/WT1/YBX3",34
"BP","GO:0090090","negative regulation of canonical Wnt signaling pathway","35/992","169/17913",9.39815597092361e-12,9.92883508767886e-11,3.6958331696605e-11,"APC/APOE/AXIN1/AXIN2/CAV1/CDH2/CSNK1A1/CTHRC1/CTNND1/CUL3/CYLD/DAB2IP/DKK1/DKK3/EGR1/FOXO3/GSK3A/GSK3B/HDAC1/IGFBP4/MAPK14/PSMB6/PSMB9/PSMD2/PSMD7/PSMD9/SFRP1/SFRP2/SLC9A3R1/SNAI2/SOX10/SOX2/STK11/STK4/TCF7L2",35
"BP","GO:0031571","mitotic G1 DNA damage checkpoint","21/992","63/17913",9.8866324417367e-12,1.04069815176176e-10,3.87381471735638e-11,"ATM/AURKA/BAX/CARM1/CASP2/CCNB1/CCND1/CDC25C/CDK1/CDK2/CDKN1A/CDKN1B/CHEK2/E2F1/EP300/GADD45A/MDM2/MDM4/PCNA/SOX4/TP53",21
"BP","GO:0044819","mitotic G1/S transition checkpoint","21/992","63/17913",9.8866324417367e-12,1.04069815176176e-10,3.87381471735638e-11,"ATM/AURKA/BAX/CARM1/CASP2/CCNB1/CCND1/CDC25C/CDK1/CDK2/CDKN1A/CDKN1B/CHEK2/E2F1/EP300/GADD45A/MDM2/MDM4/PCNA/SOX4/TP53",21
"BP","GO:0043543","protein acylation","42/992","233/17913",9.98817160561553e-12,1.04948179914076e-10,3.90651029044955e-11,"ARRB1/ATF2/ATG5/BRCA1/CHEK1/CLOCK/CREBBP/CTBP1/EP300/GSK3B/HDAC2/HHAT/IL1B/ING4/IRF4/KAT5/KMT2A/LEF1/LIF/MAGEA2/MAGEA2B/MAP3K7/MAPK3/MCM3AP/MDH2/MIR34A/NCOA1/NCOA3/PARK7/PHF20/PRKAA1/SET/SIRT1/SMAD4/SMARCB1/SNAI2/SOX4/TAF1/TERF2IP/TGFB1/TRRAP/TWIST1",42
"BP","GO:0048146","positive regulation of fibroblast proliferation","19/992","51/17913",1.00386014880862e-11,1.05287321213201e-10,3.91913422519555e-11,"BMI1/CCNB1/CDK4/CDK6/CDKN1A/E2F1/EGFR/ESR1/FN1/FOSL2/IGF1/JUN/MIF/MIR155/MYB/MYC/PDGFRA/S100A6/TGFB1",19
"BP","GO:0045834","positive regulation of lipid metabolic process","32/992","144/17913",1.01876809348191e-11,1.06658031447565e-10,3.9701564881843e-11,"AKT1/AKT2/APOE/CD81/CREB1/CCN1/EEF1A2/F2/FGF2/FGFR3/IL1B/IRS1/KIT/LDLR/MIR182/MTOR/NSMAF/PDGFRA/PPARA/PPARG/PRKAA1/PRKCD/PRKCE/PRKD1/PTGS2/PTK2/RAB38/SRC/TGFB1/TNF/TNFRSF1A/TWIST1",32
"BP","GO:0001836","release of cytochrome c from mitochondria","20/992","57/17913",1.04288907997505e-11,1.08206738172724e-10,4.02780435557636e-11,"AKT1/BAD/BAK1/BAX/BCL2/BCL2L1/BCL2L11/BID/BNIP3/CLU/DNM1L/HGF/IGF1/JUN/PLAUR/PMAIP1/PYCARD/SOD2/TNFSF10/TP53",20
"BP","GO:0046686","response to cadmium ion","20/992","57/17913",1.04288907997505e-11,1.08206738172724e-10,4.02780435557636e-11,"AKT1/B2M/CAT/CDK1/CDKN1B/DAXX/EGFR/ERCC1/FOS/HMOX1/HSF1/JUN/KIT/MAPK1/MAPK3/MAPK8/MAPK9/OGG1/PCNA/SPARC",20
"BP","GO:0072431","signal transduction involved in mitotic G1 DNA damage checkpoint","20/992","57/17913",1.04288907997505e-11,1.08206738172724e-10,4.02780435557636e-11,"ATM/AURKA/BAX/CARM1/CASP2/CCNB1/CDC25C/CDK1/CDK2/CDKN1A/CDKN1B/CHEK2/E2F1/EP300/GADD45A/MDM2/MDM4/PCNA/SOX4/TP53",20
"BP","GO:1900408","negative regulation of cellular response to oxidative stress","20/992","57/17913",1.04288907997505e-11,1.08206738172724e-10,4.02780435557636e-11,"AKT1/ATF4/CTNNB1/FYN/HGF/HIF1A/HSPB1/HTRA2/IL10/MET/MIR155/MIR21/MIRLET7B/NONO/PARK7/REST/SIRT1/SOD2/TSC1/TXN",20
"BP","GO:1902400","intracellular signal transduction involved in G1 DNA damage checkpoint","20/992","57/17913",1.04288907997505e-11,1.08206738172724e-10,4.02780435557636e-11,"ATM/AURKA/BAX/CARM1/CASP2/CCNB1/CDC25C/CDK1/CDK2/CDKN1A/CDKN1B/CHEK2/E2F1/EP300/GADD45A/MDM2/MDM4/PCNA/SOX4/TP53",20
"BP","GO:0046425","regulation of JAK-STAT cascade","29/992","120/17913",1.05678968087533e-11,1.09453216947802e-10,4.07420232232201e-11,"BCL3/CAV1/EGF/F2/F2R/FGFR3/FYN/HDAC2/HES1/HSF1/IGF1/IL10/IL6/IL6R/IL6ST/JAK2/KIT/LIF/MIR146A/MIR155/MIR221/NF2/NOTCH1/PIGU/PPP2R1A/SOCS2/STAT3/TNF/TNFRSF1A",29
"BP","GO:0045216","cell-cell junction organization","30/992","128/17913",1.07736293992355e-11,1.1138511678354e-10,4.14611387519129e-11,"ACTN4/APC/ARL2/CAV1/DSG2/EPHA2/F2R/FSCN1/IKBKB/MIR155/MTDH/NF2/PDCD6IP/PRKCA/PRKCI/RHOA/ROCK1/ROCK2/RUNX1/SMAD3/SNAI1/SNAI2/SRF/TGFB1/TGFB3/TGFBR1/TJP1/TNF/VCL/WDR1",30
"BP","GO:0022604","regulation of cell morphogenesis","61/992","430/17913",1.15968399643812e-11,1.19682690023863e-10,4.45497635642363e-11,"ABL1/ACTN4/ADAM10/ANXA1/APOE/CALR/CD44/CDC42/CFDP1/CRK/CTTN/CUX1/DIAPH1/DNM1L/EPB41/F2/FLNA/FN1/FYN/GNA13/GSK3B/ICAM1/ID1/ILK/KIT/L1CAM/LRP1/LZTS1/MAP2K1/MAP3K13/MARK2/MIR21/MSN/NEDD9/NGFR/NRP1/PAK1/PHIP/PLXNB1/POU3F2/PTEN/PTK2/RAC1/RASA1/RHOA/ROBO1/RREB1/S100B/SKIL/SLC9A3R1/SPARC/SPP1/SRC/SRF/STK11/TIAM1/TNFRSF12A/TPM1/VEGFA/WDR1/ZEB2",61
"BP","GO:0045685","regulation of glial cell differentiation","23/992","77/17913",1.34630454273981e-11,1.38695672253835e-10,5.16270097627252e-11,"APP/CDK1/CTNNB1/DICER1/F2/HDAC1/HDAC2/HES1/ID4/IL6/IL6ST/LDLR/LIF/MTOR/NF1/NOTCH1/PPARG/PRMT5/RELA/RHEB/TGFB1/TNFRSF1B/WDR1",23
"BP","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","24/992","84/17913",1.39430672513303e-11,1.43001650355468e-10,5.32298339163458e-11,"ACVR1/ACVR1B/ADAM17/CDKN1C/CDKN2B/CREBBP/CCN1/ENG/EP300/HES1/ILK/ING2/MEN1/NOTCH1/PARP1/SDCBP/SMAD2/SMAD4/STK11/TGFB1/TGFB3/TGFBR1/THBS1/TWSG1",24
"BP","GO:0090559","regulation of membrane permeability","24/992","84/17913",1.39430672513303e-11,1.43001650355468e-10,5.32298339163458e-11,"ATF2/BAD/BAK1/BAX/BCL2/BCL2L1/BCL2L11/BID/BNIP3/CASP8/E2F1/GSK3A/GSK3B/GZMB/HK2/HSPA1A/MAPK8/MIR29A/MTOR/PDCD6IP/PMAIP1/SLC9A1/STAT3/TP53",24
"BP","GO:0044783","G1 DNA damage checkpoint","21/992","64/17913",1.39549886381371e-11,1.43001650355468e-10,5.32298339163458e-11,"ATM/AURKA/BAX/CARM1/CASP2/CCNB1/CCND1/CDC25C/CDK1/CDK2/CDKN1A/CDKN1B/CHEK2/E2F1/EP300/GADD45A/MDM2/MDM4/PCNA/SOX4/TP53",21
"BP","GO:0021761","limbic system development","27/992","106/17913",1.45566840630494e-11,1.48642196418463e-10,5.53294273782698e-11,"ALDH1A3/ATP2B4/BAX/CASP3/CDK6/CRK/ETS1/EZH2/FGFR1/GSK3B/HDAC1/ID4/KDM6B/KIF5B/NCOA1/NF1/NF2/NME1/NRP1/POU3F2/PTEN/RARA/SRF/TBX3/TSC1/XRCC1/ZEB2",27
"BP","GO:0043200","response to amino acid","27/992","106/17913",1.45566840630494e-11,1.48642196418463e-10,5.53294273782698e-11,"AIFM1/BAD/BCL2L1/CASP3/CDKN1B/CEBPB/COL4A1/CREB1/CCN2/DHODH/DNMT1/DNMT3A/EGFR/FYN/GSTP1/HNRNPD/HSF1/ICAM1/MMP2/MTOR/PCNA/PDGFRA/RELA/RHOA/SESN2/TNF/XBP1",27
"BP","GO:0007599","hemostasis","52/992","336/17913",1.51700612738881e-11,1.54633313512392e-10,5.755951470307e-11,"ACTB/APOE/ARRB1/CAV1/CD59/CDC42/EHD1/F2/F2R/FLNA/FYN/GNA13/GNAQ/GNAS/GNG2/GPI/HDAC1/HDAC2/HNF4A/HPS4/HSPB1/IL6/ILK/ITGB3/JAK2/MAFF/MAPK1/MAPK3/MICAL1/P2RX7/PDGFRA/PDPK1/PIK3CA/PLAT/PLAUR/PRKAR1A/PRKCA/PRKCD/PRKCE/PTPN11/RAB27A/RAB5A/RAC1/RAF1/RAP2B/SRC/SRF/THBS1/TYRO3/USF1/VCL/VTN",52
"BP","GO:0043010","camera-type eye development","48/992","295/17913",1.53082194078106e-11,1.55767846605792e-10,5.7981824571412e-11,"ALDH1A3/ATP2B4/BAK1/BAX/CASP2/CDK4/CDKN1B/CDKN1C/COL4A1/CTNNB1/EGFR/EPHA2/FAT1/FRS2/HDAC1/HDAC2/HIF1A/IMPDH2/JAG1/JUN/MED1/MITF/NES/NF1/NF2/NRP1/PDGFRA/RARA/RING1/RXRA/SKI/SKIL/SMAD3/SMARCA4/SOS1/SRF/TBX2/TFAP2A/TGFB1/TGFBR1/TGFBR2/TWIST1/TWSG1/VEGFA/VIM/WT1/YY1/ZEB2",48
"BP","GO:0032386","regulation of intracellular transport","58/992","400/17913",1.53796106209835e-11,1.56220212962705e-10,5.81502099431048e-11,"AAAS/AKT2/ANXA2/BAG4/BAP1/BCAP31/CALM3/CD81/CDH1/DNM1L/EDEM1/EHD1/ERBB2/FBXW7/FLNA/FYN/GIT1/GPR143/GSK3A/GSK3B/HAX1/HDAC3/HMOX1/HPS4/HRAS/HTRA2/IL1B/KIF5B/MAP2K1/MAP2K2/MAPK1/MAPK14/MAPK3/MAVS/MDM2/MSN/NF1/NUS1/PAK1/PARK7/PDPK1/PRKAA1/PRKCD/PRNP/PTGS2/PTPN11/RAB5A/RANGAP1/RAP1A/RAP1B/SETD2/SMAD3/SRC/TCF7L2/TGFB1/TP53/TRIM28/TXN",58
"BP","GO:0002700","regulation of production of molecular mediator of immune response","31/992","138/17913",1.59172902813513e-11,1.61399097258457e-10,6.0077957981324e-11,"ATG5/B2M/BCL10/BCL6/BST2/CD81/GPI/HLA-E/HMOX1/IL10/IL1B/IL6/MAP3K7/MAPK14/MAPK3/MAVS/MIF/MIR155/MLH1/MSH2/PKN1/SMAD7/STAT6/TFRC/TGFB1/TGFB3/TNF/TNFRSF1B/TRAF2/TREX1/XBP1",31
"BP","GO:0021537","telencephalon development","43/992","246/17913",1.62264998761147e-11,1.64247293684931e-10,6.11381487019588e-11,"ALDH1A3/ATP2B4/BAD/BAX/BCL2A1/BNIP3/CASP3/CDH2/CDK6/CRK/CTNNB1/DAB2IP/EGFR/EZH2/FLNA/GSK3B/HDAC1/HES1/HIF1A/HPRT1/ID4/KDM6B/KIF5B/LRP1/NCOA1/NF1/NF2/NME1/NRG1/NRP1/POU3F2/PTEN/RARA/RHOA/ROBO1/SKI/SLC2A1/SLC38A2/SRF/SRGAP2/TSC1/XRCC1/ZEB2",43
"BP","GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress","17/992","41/17913",1.625937714371e-11,1.64293357898115e-10,6.11552952902057e-11,"AKT1/ARL6IP5/BCL2/FBXW7/HIF1A/HSPB1/HTRA2/JAK2/MCL1/NONO/PARK7/PARP1/PDK1/PRKCD/SFPQ/SIRT1/SOD2",17
"BP","GO:0050714","positive regulation of protein secretion","44/992","256/17913",1.68736234658568e-11,1.70203506264295e-10,6.3355243438851e-11,"ABL1/ADAM9/AKAP12/ARF6/ARRB1/BAD/DNM1L/EGFR/F2R/GAPDH/GPI/HIF1A/HLA-E/HMGB1/IGF1/IL10/IL1A/IL1B/IL6/IRF3/JAK2/KIF5B/LRP1/MAPK14/MAPK3/MAVS/MIF/MIR155/MIR182/P2RX7/PPARD/PRKCE/PSMD9/PYCARD/RAC1/SOX4/SRC/TCF7L2/TGFB1/TGFB3/TNF/TWIST1/WLS/XBP1",44
"BP","GO:0018394","peptidyl-lysine acetylation","34/992","164/17913",1.80441390583351e-11,1.81694455795736e-10,6.76325460684308e-11,"ARRB1/ATF2/ATG5/BRCA1/CHEK1/CLOCK/CREBBP/CTBP1/EP300/HDAC2/IL1B/ING4/IRF4/KAT5/KMT2A/LEF1/LIF/MAP3K7/MAPK3/MCM3AP/NCOA1/NCOA3/PHF20/PRKAA1/SET/SIRT1/SMAD4/SMARCB1/SNAI2/SOX4/TAF1/TGFB1/TRRAP/TWIST1",34
"BP","GO:0110053","regulation of actin filament organization","41/992","228/17913",1.90943383000431e-11,1.9193615622227e-10,7.1444837824297e-11,"ABL1/ARF6/BAG4/CD47/CDC42/CCN2/CTTN/FLNA/HAX1/ICAM1/ID1/MET/MIR149/MIR21/MIR214/MTOR/NF2/NRP1/PAK1/PRKCD/PRKCE/PXN/PYCARD/RAC1/RASA1/RHOA/RICTOR/ROCK1/ROCK2/SDC4/SFRP1/SLC9A1/SMAD3/STMN1/TGFB3/TGFBR1/TMSB4X/TPM1/TSC1/VASP/WDR1",41
"BP","GO:0010822","positive regulation of mitochondrion organization","28/992","115/17913",1.97830371823427e-11,1.98514905981986e-10,7.38936610107175e-11,"BAD/BAK1/BAP1/BAX/BCL2/BCL2L11/BID/BNIP3/CASP8/DNM1L/E2F1/FBXW7/GSK3A/GSK3B/GZMB/HDAC6/HIF1A/HK2/HPS4/HTRA2/MAPK8/PARK7/PLAUR/PMAIP1/PRKAA1/PYCARD/TNFSF10/TP53",28
"BP","GO:0045646","regulation of erythrocyte differentiation","18/992","47/17913",2.04428888567756e-11,2.0478196091416e-10,7.62264613130566e-11,"ACVR1B/ARNT/B2M/CDK6/ETS1/FOXO3/HIF1A/HSPA1A/HSPA1B/ISG15/MAPK14/MED1/MIR221/MIR222/STAT1/STAT3/STAT5B/TAL1",18
"BP","GO:0010951","negative regulation of endopeptidase activity","39/992","210/17913",2.14532961462557e-11,2.14532961462557e-10,7.98560987222695e-11,"AKT1/APP/ARL6IP1/ARRB1/BIRC5/BIRC6/BST2/CD44/CDKN2D/CFLAR/CSNK2A1/DDX3X/DHCR24/DNAJB6/GAPDH/HGF/LEF1/MAGEA3/MDM2/MICAL1/MIRLET7B/NGFR/PAK2/PARK7/PEBP1/PLAUR/PTGS2/PTTG1/RAF1/SERPINB1/SFRP2/SPINT2/SRC/THBS1/TIMP1/TIMP3/VEGFA/VTN/XIAP",39
"BP","GO:1902883","negative regulation of response to oxidative stress","20/992","59/17913",2.16608167614466e-11,2.16235348048865e-10,8.04897820051219e-11,"AKT1/ATF4/CTNNB1/FYN/HGF/HIF1A/HSPB1/HTRA2/IL10/MET/MIR155/MIR21/MIRLET7B/NONO/PARK7/REST/SIRT1/SOD2/TSC1/TXN",20
"BP","GO:0033157","regulation of intracellular protein transport","40/992","220/17913",2.35996147237893e-11,2.35185163914051e-10,8.75435156420543e-11,"AKT2/BAG4/BAP1/BCAP31/CD81/CDH1/EDEM1/ERBB2/FBXW7/FLNA/FYN/GSK3A/GSK3B/HAX1/HDAC3/HPS4/HRAS/HTRA2/IL1B/KIF5B/MAPK1/MAPK14/MAVS/MDM2/NF1/PAK1/PARK7/PRKAA1/PRKCD/PRNP/PTGS2/PTPN11/RANGAP1/SETD2/SMAD3/TCF7L2/TGFB1/TP53/TRIM28/TXN",40
"BP","GO:0034250","positive regulation of cellular amide metabolic process","31/992","140/17913",2.36471022358186e-11,2.3525419033919e-10,8.75692095073827e-11,"APP/BCL3/CASP3/CDC123/CDK4/CLU/CCN1/DDX3X/EEF2/EIF5A2/ELAVL1/ERBB2/GSK3A/HNRNPD/IL6/MAPK1/MAPK3/MIR206/MTOR/NAT10/NSMAF/PRKCD/RHOA/ROCK2/RXRA/SOX4/THBS1/TNF/TNFRSF1A/VIM/YBX3",31
"BP","GO:0006476","protein deacetylation","23/992","79/17913",2.42189381986183e-11,2.40119387268353e-10,8.93801929741182e-11,"BCL6/BRMS1/CTBP1/ELK4/EP300/HDAC1/HDAC2/HDAC3/HDAC6/ING2/MAPK8/MIR182/PHB/PRKAA1/PRKD1/REST/SFPQ/SIRT1/SIRT2/SKI/TGFB1/TP53/VEGFA",23
"BP","GO:1900034","regulation of cellular response to heat","23/992","79/17913",2.42189381986183e-11,2.40119387268353e-10,8.93801929741182e-11,"AAAS/AKT1S1/ATM/ATR/BAG4/CREBBP/DNAJB6/DNAJC2/EP300/FKBP4/GSK3B/HSF1/HSP90AA1/HSPA1A/HSPA1B/HSPA8/HSPB8/HSPH1/MAPK1/MAPK3/MTOR/RANBP2/SIRT1",23
"BP","GO:0051092","positive regulation of NF-kappaB transcription factor activity","32/992","149/17913",2.66218753447135e-11,2.63492964162693e-10,9.80805933752601e-11,"APP/BCL10/CARM1/CAT/CAV1/CFLAR/CLOCK/CLU/FLOT2/HSPA1A/HSPA1B/ICAM1/IKBKB/IL1B/KRAS/MAP3K13/MAP3K7/MTDH/MYD88/NFKB1/PRKCI/PRKD1/PYCARD/RELA/RIPK3/RPS3/STAT3/TERF2IP/TGFB1/TNF/TRAF2/TRIM13",32
"BP","GO:0002367","cytokine production involved in immune response","26/992","101/17913",2.67772783771790e-11,2.6457958192102e-10,9.84850676079875e-11,"ATG5/B2M/BCL10/BCL6/BST2/CD81/HLA-E/HMOX1/HSPD1/IL10/IL1B/IL6/KIT/MAP3K7/MAPK14/MAPK3/MAVS/MIF/MIR155/SIRT1/SMAD7/TGFB1/TGFB3/TNF/TNFRSF1B/TRAF2",26
"BP","GO:0051148","negative regulation of muscle cell differentiation","21/992","66/17913",2.71936051957351e-11,2.68236241726639e-10,9.9846194515669e-11,"CFLAR/DKK1/DNMT1/EZH2/FRS2/G6PD/GSK3A/MIR199A2/MIR200B/MIR21/MIR221/MIR222/NFATC2/NOTCH1/PAK1/PPARA/PTBP1/SMAD4/XBP1/YBX1/YY1",21
"BP","GO:0048285","organelle fission","57/992","395/17913",2.80889367688486e-11,2.76597339998849e-10,1.02958465397031e-10,"AAAS/APC/ATM/ATRX/AURKA/AURKB/BECN1/BNIP3/BUB1B/CALR/CCNB1/CDC25C/CDCA5/CDKN1B/CDKN1C/CHEK1/CHEK2/CUL3/DHODH/DNM1L/DRG1/EGF/FANCA/FANCD2/FLNA/HSF1/HSPA1A/HSPA1B/IGF1/IL1A/IL1B/INCENP/ING2/KIF22/KIF23/KIF2C/LIF/MAD1L1/MAU2/MKI67/MLH1/NCAPG/PHIP/PKMYT1/PLK1/PPP2R1A/PRKAR1A/PRMT5/RB1/RHOA/SIRT2/SMC1A/STAG2/STAT2/TERF1/TGFA/TGFB1",57
"BP","GO:0007596","blood coagulation","51/992","331/17913",2.82032490200106e-11,2.77252278501799e-10,1.03202254665552e-10,"ACTB/APOE/ARRB1/CAV1/CD59/CDC42/EHD1/F2/F2R/FLNA/FYN/GNA13/GNAQ/GNAS/GNG2/HDAC1/HDAC2/HNF4A/HPS4/HSPB1/IL6/ILK/ITGB3/JAK2/MAFF/MAPK1/MAPK3/MICAL1/P2RX7/PDGFRA/PDPK1/PIK3CA/PLAT/PLAUR/PRKAR1A/PRKCA/PRKCD/PRKCE/PTPN11/RAB27A/RAB5A/RAC1/RAF1/RAP2B/SRC/SRF/THBS1/TYRO3/USF1/VCL/VTN",51
"BP","GO:0007229","integrin-mediated signaling pathway","25/992","94/17913",2.97343182481716e-11,2.91000456046219e-10,1.08319770481088e-10,"ABL1/ADAM10/ADAM9/BCAR1/CD47/CDC42/CCN2/CUL3/FLNA/FUT8/ILK/ISG15/ITGA5/ITGAV/ITGB1/ITGB3/NEDD9/NME2/NRP1/PRKD1/PTK2/PTPN11/SRC/TIMP1/ZYX",25
"BP","GO:0045778","positive regulation of ossification","25/992","94/17913",2.97343182481716e-11,2.91000456046219e-10,1.08319770481088e-10,"ACVR1/CEBPB/CTHRC1/CTNNB1/CTNNBIP1/CCN1/GNAS/HGF/ID4/IGF1/IL6/IL6R/IL6ST/ILK/ISG15/JAG1/JUND/MIR21/P2RX7/PRKD1/SFRP2/SMAD3/TFAP2A/TGFB1/TGFB3",25
"BP","GO:0010614","negative regulation of cardiac muscle hypertrophy","16/992","37/17913",2.97522880061048e-11,2.91000456046219e-10,1.08319770481088e-10,"ATP2B4/ERRFI1/G6PD/GSK3A/MIR199A2/MIR21/MIR214/NOTCH1/PAK1/PPARA/SMAD3/SMAD4/TNFRSF1A/TNFRSF1B/TRIM63/YY1",16
"BP","GO:0043312","neutrophil degranulation","65/992","485/17913",3.05100272019175e-11,2.97909356517039e-10,1.10891486427667e-10,"ADAM10/ANXA2/APAF1/APRT/ASAH1/B2M/BST2/CAB39/CAPN1/CAT/CD44/CD47/CD59/CD68/CTSB/CXCL1/DDX3X/DIAPH1/EEF1A1/EEF2/GLB1/GPI/GSTP1/HMGB1/HSP90AA1/HSPA1A/HSPA1B/HSPA8/IGF2R/IMPDH2/ITGAV/MAPK1/MAPK14/MIF/NEU1/NFKB1/NME2/NPC2/NRAS/PLAUR/PLD1/PRKCD/PSMD2/PSMD7/PYCARD/RAB27A/RAB5B/RAB7A/RAC1/RAP1A/RAP1B/RAP2B/RHOA/ROCK1/SDCBP/SERPINB1/TIMP2/TMEM173/TNFRSF1B/TRAPPC1/UBR4/VCL/VCP/XRCC5/XRCC6",65
"BP","GO:0071248","cellular response to metal ion","34/992","167/17913",3.05715064328443e-11,2.98007961866382e-10,1.10928190524129e-10,"AKT1/APP/ATF4/B2M/BECN1/BNIP3/BRAF/CALR/CCNB1/CDH1/CDKN1B/CREB1/DAXX/EGFR/FOS/FOSB/HMOX1/HSF1/HSPA5/JUN/JUNB/JUND/MAPK1/MAPK3/MAPK8/MAPK9/NQO1/OGG1/PARP1/PRKAA1/PRNP/PTGS2/TFAP2A/WNK1",34
"BP","GO:1900180","regulation of protein localization to nucleus","28/992","117/17913",3.08134718753377e-11,2.99862645766709e-10,1.11618563787209e-10,"AKT1/CDH1/CDK1/DTX3L/F2/FLNA/FYN/GSK3B/HDAC3/LIF/MAPK1/MAPK14/MAVS/MIR155/NF1/NF2/NGFR/PARK7/PARP1/PLK1/PRKCD/PTGS2/SESN2/SMAD3/SRC/STK11/TGFB1/TRIM28",28
"BP","GO:0090316","positive regulation of intracellular protein transport","32/992","150/17913",3.20811436097464e-11,3.11676102071238e-10,1.16015913856281e-10,"AKT2/BAP1/BCAP31/CD81/CDH1/EDEM1/ERBB2/FBXW7/FLNA/FYN/GSK3A/GSK3B/HDAC3/HPS4/HRAS/HTRA2/IL1B/KIF5B/MAPK1/MAPK14/MAVS/MDM2/PAK1/PRKAA1/PRKCD/PRNP/PTGS2/SMAD3/TCF7L2/TGFB1/TP53/TRIM28",32
"BP","GO:0002697","regulation of immune effector process","61/992","441/17913",3.38397526629871e-11,3.28211647901881e-10,1.22170978193604e-10,"ANXA1/ATG5/B2M/BCL10/BCL6/BIRC3/BST2/CD46/CD47/CD59/CD81/CLU/CRK/DTX3L/F2/FADD/GPI/HLA-E/HMGB1/HMOX1/HSPD1/HTRA1/IL10/IL1B/IL6/IRF4/MAP3K7/MAPK14/MAPK3/MAVS/MICA/MIF/MIR155/MIR21/MLH1/MSH2/MYB/P2RX7/PDPK1/PHB/PKN1/PVR/PYCARD/RAP1A/RARA/RIPK3/RNF125/SMAD7/STAT1/STAT5B/STAT6/TFRC/TGFB1/TGFB3/TMEM173/TNF/TNFRSF1B/TRAF2/TREX1/VTN/XBP1",61
"BP","GO:0043900","regulation of multi-organism process","58/992","408/17913",3.46061849846198e-11,3.35084929734215e-10,1.24729435732282e-10,"ACVR1B/ADA/ADAR/AGO2/ANXA2/APOE/AURKA/BAD/BCL2/BCL2L11/BIRC3/BST2/CALR/CAV1/CDK9/DDX3X/DTX3L/EDNRB/EP300/GAPDH/HDAC1/HDAC2/HMGA2/HSPA8/HTRA1/IGF1/IL10/IL1B/ISG15/ITGAV/JUN/LEF1/LGALS1/MAPK3/MAVS/MIF/MIR155/MIR221/MIR222/P2RX7/PPP2R1A/PRKCA/PYCARD/RAB7A/REST/RNF125/SETDB1/SIRT2/SMARCA4/SMARCB1/SP1/STAT1/TBK1/TIMP1/TMEM173/TNF/TRIM13/TRIM28",58
